epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
161,7815.49,1.49778,1.0418,1.62588,0.85594,0.72534,0.81971,0.40304,1.49336,0.848,1.86883,0.000398522,0.000398522,0.000398522
162,7861.25,1.46994,0.96883,1.66451,0.85286,0.72152,0.81987,0.39837,1.48778,0.83538,1.85162,0.000369683,0.000369683,0.000369683
163,7906.79,1.48075,0.96842,1.62006,0.88369,0.66463,0.81901,0.40367,1.46598,0.82811,1.84279,0.00034227,0.00034227,0.00034227
164,7949.79,1.5069,0.99375,1.64122,0.89229,0.65751,0.81529,0.40795,1.45583,0.83792,1.83744,0.000316291,0.000316291,0.000316291
165,7992.95,1.41756,0.96788,1.58303,0.84913,0.69015,0.81676,0.40476,1.45374,0.83448,1.83523,0.000291755,0.000291755,0.000291755
166,8037.7,1.43755,0.98477,1.574,0.86569,0.6913,0.81162,0.39717,1.45253,0.82921,1.83932,0.000268667,0.000268667,0.000268667
167,8082.54,1.50801,0.96301,1.60476,0.86596,0.69347,0.80911,0.39803,1.44627,0.82719,1.84527,0.000247036,0.000247036,0.000247036
168,8123.69,1.4267,0.97634,1.55962,0.87637,0.69059,0.81203,0.40536,1.44121,0.8284,1.83785,0.000226868,0.000226868,0.000226868
169,8164.33,1.44663,0.99446,1.53803,0.87724,0.68524,0.8133,0.40762,1.44213,0.82739,1.84428,0.000208169,0.000208169,0.000208169
170,8207.82,1.44028,0.9556,1.59417,0.88086,0.69309,0.81648,0.40849,1.44315,0.82645,1.84517,0.000190945,0.000190945,0.000190945
171,8250.6,1.41286,0.97791,1.54702,0.87939,0.69349,0.81244,0.40445,1.43612,0.82685,1.84479,0.000175202,0.000175202,0.000175202
172,8295.12,1.48349,0.98472,1.55432,0.87567,0.69814,0.80871,0.40362,1.44098,0.82687,1.8546,0.000160943,0.000160943,0.000160943
173,8337.88,1.46162,0.97732,1.58811,0.88061,0.70095,0.81563,0.41062,1.44712,0.82749,1.85355,0.000148173,0.000148173,0.000148173
174,8380.14,1.45991,0.95183,1.59655,0.88669,0.69249,0.81386,0.41054,1.44212,0.83046,1.84554,0.000136897,0.000136897,0.000136897
175,8421.67,1.42518,0.94853,1.56404,0.90101,0.69065,0.80724,0.40421,1.44293,0.83,1.84629,0.000127117,0.000127117,0.000127117
