epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,431.379,0.8029,0.59794,1.30643,0.93718,0.84211,0.85118,0.41215,1.76167,0.96432,2.69528,0.000663292,0.000663292,0.000663292
129,434.527,0.7634,0.59237,1.26055,0.93464,0.84211,0.83642,0.4124,1.72573,0.94363,2.64333,0.000616227,0.000616227,0.000616227
130,438.609,0.79506,0.60125,1.31823,0.9298,0.84211,0.8339,0.41165,1.71068,0.95481,2.6133,0.000571106,0.000571106,0.000571106
131,441.759,0.79877,0.59852,1.28248,0.87939,0.84211,0.82438,0.41218,1.70507,0.95363,2.60497,0.00052795,0.00052795,0.00052795
132,444.534,0.81662,0.65192,1.32799,0.88019,0.84211,0.82154,0.4162,1.67299,0.94915,2.545,0.000486777,0.000486777,0.000486777
133,447.447,0.77991,0.60826,1.28935,0.88148,0.84211,0.82344,0.42352,1.66224,0.93304,2.52366,0.000447606,0.000447606,0.000447606
134,450.558,0.83469,0.61331,1.32808,0.88301,0.84211,0.82755,0.44734,1.6455,0.92437,2.51359,0.000410454,0.000410454,0.000410454
135,454.252,0.80467,0.59142,1.28899,0.8846,0.84211,0.83256,0.44812,1.65506,0.90709,2.52449,0.000375337,0.000375337,0.000375337
136,457.623,0.74594,0.56325,1.26786,0.88498,0.84211,0.82984,0.43336,1.68528,0.90154,2.56352,0.00034227,0.00034227,0.00034227
137,460.365,0.83338,0.5846,1.32884,0.88377,0.84211,0.82778,0.43207,1.69511,0.91359,2.56983,0.000311268,0.000311268,0.000311268
138,463.245,0.79655,0.61559,1.29531,0.88233,0.84211,0.81904,0.41938,1.68689,0.91451,2.56152,0.000282345,0.000282345,0.000282345
139,465.974,0.74672,0.59755,1.27318,0.87985,0.84211,0.81826,0.42603,1.67552,0.89927,2.55734,0.000255513,0.000255513,0.000255513
140,469.507,0.74277,0.55511,1.26007,0.87984,0.84211,0.82993,0.43785,1.65646,0.88712,2.55077,0.000230784,0.000230784,0.000230784
141,475.816,0.65464,0.72787,1.37706,0.88118,0.84211,0.84281,0.44282,1.63835,0.89803,2.52648,0.000208169,0.000208169,0.000208169
142,478.935,0.65705,0.67043,1.33236,0.88323,0.84211,0.81705,0.43758,1.66515,0.92469,2.54191,0.000187678,0.000187678,0.000187678
143,481.726,0.55388,0.63346,1.25297,0.88399,0.84211,0.81321,0.42721,1.65524,0.92909,2.53725,0.00016932,0.00016932,0.00016932
144,485.715,0.65487,0.6462,1.37293,0.88596,0.84211,0.81178,0.43178,1.66357,0.94148,2.5332,0.000153102,0.000153102,0.000153102
145,489.327,0.64393,0.58844,1.32528,0.88806,0.83545,0.81078,0.42884,1.68607,0.9422,2.55549,0.000139032,0.000139032,0.000139032
146,492.026,0.54979,0.51304,1.25632,0.88754,0.83124,0.80724,0.42276,1.70716,0.9559,2.56923,0.000127117,0.000127117,0.000127117
147,494.872,0.60372,0.53737,1.3241,0.87903,0.78947,0.80308,0.41555,1.72013,0.96824,2.57055,0.00011736,0.00011736,0.00011736
148,497.623,0.58098,0.50733,1.27758,0.86987,0.78947,0.79636,0.41476,1.74945,0.98111,2.59325,0.000109768,0.000109768,0.000109768
149,501.087,0.60452,0.52305,1.31508,0.8421,0.78947,0.78795,0.41015,1.75829,0.99007,2.59897,0.000104342,0.000104342,0.000104342
150,504.589,0.56646,0.48664,1.29643,0.80437,0.73684,0.73347,0.40184,1.77691,1.00117,2.63039,0.000101086,0.000101086,0.000101086
